LOT,SPC_OPERATION,LOT_DATA_COLLECT_DATE,CHART_VALUE,CHART_WAFER,INCONTROL_FLAG,CHART_PT_STATUS,CHART_TYPE,SPC_CHART_SUBSET,CHART_TEST_NAME
W5051980,187622,2025-02-28 08:10:50,-4.58147000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-61.69330000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-39.27433880000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-4.58147000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-61.69330000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-39.27433880000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-4.58147000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5051980,187622,2025-02-28 08:10:50,-61.69330000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4139780,187622,2025-02-28 15:38:55,-117.13291200000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W4139780,187622,2025-02-28 15:38:55,-204.44950000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W4139780,187622,2025-02-28 15:38:55,-51.31634000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W4139780,187622,2025-02-28 15:38:55,-117.13291200000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W4139780,187622,2025-02-28 15:38:55,-117.13291200000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W4139780,187622,2025-02-28 15:38:55,-204.44950000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W4139780,187622,2025-02-28 15:38:55,-51.31634000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W4139780,187622,2025-02-28 15:38:58,-208.03000000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-121.43312000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-121.43312000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-53.17050000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-53.17050000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-208.03000000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-121.43312000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-53.17050000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W4139780,187622,2025-02-28 15:38:58,-208.03000000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-68.48080000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-84.98020000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-43.68290000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-43.68290000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-68.48080000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-68.48080000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-84.98020000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-84.98020000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 02:10:19,-43.68290000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 01:23:47,-86.83988400000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5065860,187622,2025-03-02 01:23:47,-103.82190000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5065860,187622,2025-03-02 01:23:47,-60.15559000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5065860,187622,2025-03-02 01:23:47,-86.83988400000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5065860,187622,2025-03-02 01:23:47,-86.83988400000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5065860,187622,2025-03-02 01:23:47,-103.82190000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5065860,187622,2025-03-02 01:23:47,-60.15559000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5065860,187622,2025-03-02 01:23:49,-91.31844000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-66.08830000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-107.41200000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-91.31844000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-66.08830000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-107.41200000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-91.31844000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-66.08830000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065860,187622,2025-03-02 01:23:49,-107.41200000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:57,70.53970000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5069370,187622,2025-03-02 04:36:57,23.09700000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5069370,187622,2025-03-02 04:36:57,45.04768800000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:57,45.04768800000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5069370,187622,2025-03-02 04:36:57,70.53970000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:57,45.04768800000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:57,23.09700000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:57,23.09700000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:57,70.53970000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 04:36:55,26.49245000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5069370,187622,2025-03-02 04:36:55,72.71386000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5069370,187622,2025-03-02 04:36:55,48.51516360000000,,N,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5069370,187622,2025-03-02 04:36:55,48.51516360000000,,N,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5069370,187622,2025-03-02 04:36:55,48.51516360000000,,N,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5069370,187622,2025-03-02 04:36:55,26.49245000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5069370,187622,2025-03-02 04:36:55,72.71386000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5069370,187622,2025-03-02 05:19:19,62.81310000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5069370,187622,2025-03-02 05:19:19,15.51180000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5069370,187622,2025-03-02 05:19:19,36.89704000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 05:19:19,36.89704000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5069370,187622,2025-03-02 05:19:19,62.81310000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 05:19:19,15.51180000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 05:19:19,36.89704000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 05:19:19,62.81310000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069370,187622,2025-03-02 05:19:19,15.51180000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 07:23:26,-25.82824152000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5059230,187622,2025-03-02 07:23:26,-45.68684000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5059230,187622,2025-03-02 07:23:26,-3.90305400000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5059230,187622,2025-03-02 07:23:26,-25.82824152000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5059230,187622,2025-03-02 07:23:26,-25.82824152000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5059230,187622,2025-03-02 07:23:26,-45.68684000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5059230,187622,2025-03-02 07:23:26,-3.90305400000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5059230,187622,2025-03-02 07:23:29,-29.67511840000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-29.67511840000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-7.37786000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-50.32320000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-7.37786000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-50.32320000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-29.67511840000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-7.37786000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 07:23:29,-50.32320000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-43.57654000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-23.95720000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-63.49460000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-43.57654000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-63.49460000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-23.95720000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-43.57654000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-23.95720000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5059230,187622,2025-03-02 08:13:19,-63.49460000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:04:18,-52.35964400000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5065840,187622,2025-03-02 11:04:18,-128.83690000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5065840,187622,2025-03-02 11:04:18,-52.35964400000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5065840,187622,2025-03-02 11:04:18,-13.01795000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5065840,187622,2025-03-02 11:04:18,-52.35964400000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5065840,187622,2025-03-02 11:04:18,-128.83690000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5065840,187622,2025-03-02 11:04:18,-13.01795000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5065840,187622,2025-03-02 11:04:20,-54.14721600000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-13.75420000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-131.92500000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-54.14721600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-13.75420000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-131.92500000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-54.14721600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-13.75420000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:04:20,-131.92500000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:48:52,4.57376000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5065840,187622,2025-03-02 11:48:52,-112.04800000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5065840,187622,2025-03-02 11:48:52,-34.51511600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:48:52,-34.51511600000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5065840,187622,2025-03-02 11:48:52,4.57376000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:48:52,-112.04800000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:48:52,-34.51511600000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:48:52,4.57376000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065840,187622,2025-03-02 11:48:52,-112.04800000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 12:36:16,-112.17216280000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5065850,187622,2025-03-02 12:36:16,-182.78950000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5065850,187622,2025-03-02 12:36:16,-61.23860000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5065850,187622,2025-03-02 12:36:16,-112.17216280000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5065850,187622,2025-03-02 12:36:16,-61.23860000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5065850,187622,2025-03-02 12:36:16,-112.17216280000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5065850,187622,2025-03-02 12:36:16,-182.78950000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5065850,187622,2025-03-02 12:36:18,-114.77316800000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-64.87930000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-185.16100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-114.77316800000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-64.87930000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-185.16100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-114.77316800000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-64.87930000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 12:36:18,-185.16100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-49.09830000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-164.80300000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-95.82462400000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-95.82462400000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-49.09830000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-164.80300000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-95.82462400000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-49.09830000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5065850,187622,2025-03-02 13:25:51,-164.80300000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5064590,187622,2025-03-04 02:27:34,-85.22544080000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5064590,187622,2025-03-04 02:27:34,-113.74570000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5064590,187622,2025-03-04 02:27:34,-85.22544080000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5064590,187622,2025-03-04 02:27:34,-40.15658000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5064590,187622,2025-03-04 02:27:34,-85.22544080000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5064590,187622,2025-03-04 02:27:34,-113.74570000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5064590,187622,2025-03-04 02:27:34,-40.15658000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5064590,187622,2025-03-04 02:27:36,-118.29100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-91.44690000000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-91.44690000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-44.97600000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-118.29100000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-44.97600000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-91.44690000000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-44.97600000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5064590,187622,2025-03-04 02:27:36,-118.29100000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:12:30,-24.87890048000000,,N,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5069380,187622,2025-03-05 05:12:30,-93.02327000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5069380,187622,2025-03-05 05:12:30,-24.87890048000000,,N,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5069380,187622,2025-03-05 05:12:30,15.78040000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5069380,187622,2025-03-05 05:12:30,-24.87890048000000,,N,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5069380,187622,2025-03-05 05:12:30,-93.02327000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5069380,187622,2025-03-05 05:12:30,15.78040000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5069380,187622,2025-03-05 05:12:33,-94.80680000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5069380,187622,2025-03-05 05:12:33,-26.37355800000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:12:33,-26.37355800000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5069380,187622,2025-03-05 05:12:33,16.57620000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5069380,187622,2025-03-05 05:12:33,16.57620000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:12:33,-94.80680000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:12:33,-26.37355800000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:12:33,16.57620000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:12:33,-94.80680000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:57:08,0.77649300000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5069380,187622,2025-03-05 05:57:08,-101.68300000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5069380,187622,2025-03-05 05:57:08,-35.84729820000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:57:08,-35.84729820000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5069380,187622,2025-03-05 05:57:08,0.77649300000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:57:08,-101.68300000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:57:08,-35.84729820000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:57:08,0.77649300000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5069380,187622,2025-03-05 05:57:08,-101.68300000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5064610,187622,2025-03-09 17:22:11,-112.11834040000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5064610,187622,2025-03-09 17:22:11,-141.07920000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5064610,187622,2025-03-09 17:22:11,-112.11834040000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5064610,187622,2025-03-09 17:22:11,-141.07920000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5064610,187622,2025-03-09 17:22:11,-76.80097000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5064610,187622,2025-03-09 17:22:11,-112.11834040000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5064610,187622,2025-03-09 17:22:11,-76.80097000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5064610,187622,2025-03-09 17:22:13,-115.85573200000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-115.85573200000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-115.85573200000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-80.88140000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-144.96600000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-80.88140000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-144.96600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-80.88140000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5064610,187622,2025-03-09 17:22:13,-144.96600000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5070450,187622,2025-03-10 15:57:45,9.16291020800000,,N,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5070450,187622,2025-03-10 15:57:45,-32.68851000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5070450,187622,2025-03-10 15:57:45,9.16291020800000,,N,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5070450,187622,2025-03-10 15:57:45,49.41522000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5070450,187622,2025-03-10 15:57:45,9.16291020800000,,N,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
W5070450,187622,2025-03-10 15:57:45,-32.68851000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5070450,187622,2025-03-10 15:57:45,49.41522000000000,,Y,V,MAX,TOOL_DATA=BOW,257CPROBOW
W5070450,187622,2025-03-10 15:57:47,8.32101960000000,,Y,V,X-BAR,ALL MEASUREMENTS,257PDCPC
W5070450,187622,2025-03-10 15:57:47,8.32101960000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5070450,187622,2025-03-10 15:57:47,46.90240000000000,,Y,V,MAX,ALL MEASUREMENTS,257PDCPC
W5070450,187622,2025-03-10 15:57:47,-32.97250000000000,,Y,V,MIN,ALL MEASUREMENTS,257PDCPC
W5070450,187622,2025-03-10 15:57:47,46.90240000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5070450,187622,2025-03-10 15:57:47,8.32101960000000,,Y,V,X-BAR,TOOL_DATA=BWCALC,257PDCPC
W5070450,187622,2025-03-10 15:57:47,-32.97250000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5070450,187622,2025-03-10 15:57:47,-32.97250000000000,,Y,V,MIN,TOOL_DATA=BWCALC,257PDCPC
W5070450,187622,2025-03-10 15:57:47,46.90240000000000,,Y,V,MAX,TOOL_DATA=BWCALC,257PDCPC
W5070440,187622,2025-03-14 06:13:19,-127.56713280000000,,Y,V,X-BAR,ALL MEASUREMENTS,257CPROBOW
W5070440,187622,2025-03-14 06:13:19,-155.35980000000000,,Y,V,MIN,TOOL_DATA=BOW,257CPROBOW
W5070440,187622,2025-03-14 06:13:19,-127.56713280000000,,Y,V,X-BAR,TOOL_DATA=BOW,257CPROBOW
